State/ Territory1,suburbName,"value1","value2","Tax on taxable income
$","value3","value4","Australian annuities and superannuation income streams taxable component untaxed element
$","Reportable employer superannuation contributions
$","value5","value6","value7","People with private health insurance
no.","Work related travel expenses
$","Total work related self education expenses
$","value8","value9","value10","value11","value12","Net rent3
$"
NSW,2029,6785,944600823,302745432,18149008,496370493,3112353,5306811,9517543,21724536,31459788,5438,691120,770286,11753579,59412900,176048287,167779867,64980131,15697953
NSW,2030,9539,2199665426,815419631,42408783,766050758,3612698,8874003,19963628,78802639,35065198,8087,808148,780951,12841423,75830855,449377501,551089591,131571139,26009671
NSW,2031,22605,2486229604,711228182,46478412,1798010360,9009564,17495129,20822269,29682136,105912356,15783,4675337,3616655,49177371,12234772,76654101,373165536,126591151,19952997
NSW,2032,8893,648016456,155961688,11557745,484640905,1993635,5719370,4573169,7811818,41651269,5171,1073718,897835,13459338,1889807,20499836,81893021,52573547,7759418
NSW,2033,7245,617876675,161376129,11275916,449317716,1206693,4437392,5858290,6201338,38889097,4590,836050,939075,11837817,1651249,20420073,94108492,46289019,6360844
NSW,2034,13886,1606509636,468506859,29593056,1142625699,5201432,10603436,12660426,19341820,62322457,9575,2969984,1914769,30846482,4375719,84838796,205052266,104282800,17151531
NSW,2035,21851,1977464473,524837503,36090017,1423649826,6588759,16631861,15159844,33186626,82336839,14450,3094960,2193222,38952030,4559428,74972383,310438277,169147377,26011455
NSW,2036,19449,1491964259,355655334,26833460,1208157705,5065051,13272472,9460709,10972212,72069296,11744,2948891,1926853,37244410,3221905,42365168,208109481,109498131,12189424
NSW,2037,10643,1002633074,270535696,18692662,754843658,5411121,7867457,8709181,9481169,73476777,6630,1001909,1537923,17034122,6850791,35150713,156359352,55775316,2732688
NSW,2038,6067,671716762,190130619,12900886,504355521,3184838,5475418,6075583,5794997,35828786,4516,681164,932862,11496889,2996232,22974159,93278141,38516206,3860806
NSW,2039,5803,691721245,202508132,13369623,533940842,2478820,5399692,5833031,6658265,26275501,4524,531414,717192,11328568,2126216,18144472,78700996,36057504,1600463
NSW,2040,13934,1462984796,399360168,28133901,1160639266,5397672,12408663,10651802,8504679,75738601,10217,1265533,1498274,25723710,4145770,34909563,175934957,71654239,4648038
NSW,2041,10490,1578972728,511367298,30535153,997093587,7508388,10991569,15547682,27343626,44662934,8441,954819,1073260,19069303,14886289,119259081,198611567,81474394,8008796
NSW,2042,12861,1134329984,286431547,21441983,919935108,3342887,9635137,7903292,7832749,107184793,7758,1149044,1820911,21299193,4466084,40489820,107880065,51525672,5939621
NSW,2043,6771,673665733,172171638,12911802,584633119,1939284,5686768,4684775,3596209,49552685,4828,630395,1316392,13307457,1410172,17347776,49237441,29344380,104125
NSW,2044,5373,435446912,100310427,8210810,382531162,773475,3467054,1896975,1636645,32760038,3265,468801,632340,9300211,832259,6620865,43748062,22419539,993206
NSW,2045,4045,458012270,135705815,8831690,301630165,1780048,4751551,4910968,5365961,18065359,3251,264869,370146,6179721,1198024,20280538,76507953,41492495,7551605
NSW,2046,16631,1661878872,456033018,31665236,1183658733,6134973,14044005,13124241,28256588,69248355,12898,1557590,1654474,30273786,15067210,125903543,238733590,140142252,17570927
NSW,2047,7737,858960165,246724332,16432531,600391630,3344647,7147888,7813665,15067319,34709638,6060,621534,802312,14047866,4380441,39412215,126873545,65316699,7503691
NSW,2048,5032,486457161,128911383,9347040,379873694,1712983,3721746,3513535,2574685,40231191,3339,471037,678862,8761537,1795678,22093931,77794393,24692572,2720400
NSW,2049,7677,676204872,168584742,12832131,558916288,2371027,5065496,4269762,3897724,62610253,4884,540406,912965,11952990,1998762,12479607,71945559,31654388,2652366
NSW,2050,5774,511684072,127258266,9645811,435349408,1659555,4124823,2937832,2222384,49291342,3790,482169,1174742,10793864,1148105,8830244,53056370,23442216,619985
NSW,2052,104,3011413,424565,42725,2574011,0,12703,60000,8920,938081,41,1087,11140,60564,1105,7806,280506,59512,4228
NSW,2057,141,12245572,3571611,231276,8736093,0,126027,229415,106101,247036,97,2147,16767,208447,224546,1612272,1042784,3332664,786561
NSW,2059,121,13766483,3921633,232358,8716881,0,105881,57403,357609,314480,81,5980,4987,165482,276985,797515,1333900,825518,148880
NSW,2060,10971,1286617663,380689234,23951198,885145992,6230641,8812401,11460011,21827241,55996686,8116,872251,2283540,19076276,10841739,87428281,174817326,78945969,7625090
NSW,2061,4303,803452720,280568916,15188059,386839486,2181772,3897131,6473584,14802066,20555705,3263,477959,781766,7310591,9017355,222101151,78558441,41106597,5976672
NSW,2062,4703,611306269,186612581,11575270,426236256,2672249,4600870,6322060,8705024,20919457,3888,443830,616256,8728402,5299238,33893729,72365295,31034099,4100581
NSW,2063,4284,819205984,290709013,15903570,367192303,2582365,4585007,9197965,20575552,13858447,3753,312292,298473,6366437,4240337,102238488,106546030,47324435,8387236
NSW,2064,6103,582729114,157865272,10841214,441396692,2181392,4923619,5448502,4710108,28436518,4446,426964,789814,8873227,4497469,17736212,74826488,38931773,793385
NSW,2065,22322,2523579610,720667414,47181005,1889161203,9600744,19265473,20844863,31188335,111725771,17151,1624528,3926838,38948198,14904371,115628363,358737142,133211840,6603116
NSW,2066,21997,2603836763,773712872,49785266,1791027398,10900316,19397069,22756242,42533481,100152028,17675,1664186,2991385,37844212,9645840,148888901,331099507,152276969,9649903
NSW,2067,17536,1415664296,369030064,24459945,1070430558,6449668,10554257,11673424,18035317,66727623,11582,1033242,2491883,22755211,4916504,69512565,205203653,159316431,3285250
NSW,2068,10882,1463157879,462599078,28271088,914957297,4528908,10617851,15376278,25919454,41477233,9098,736323,921575,16494542,5251197,86699938,173834492,92863420,12615891
NSW,2069,9597,1313155046,424374538,25243078,775524929,5599854,9480204,14506318,24345162,37588119,8083,586941,762528,12999881,8827128,94977533,172865174,95199684,9145422
NSW,2070,9649,1123948278,342452374,21282323,706310216,6599953,9952503,13543559,22226659,39388218,8065,473985,952367,12907386,9351967,80701288,226961568,93311112,6429091
NSW,2071,8989,1060977320,330644285,20169663,600974613,5296691,8877764,11621505,24591011,36400171,7456,432119,904252,11323984,5436887,90944941,219326586,103760804,7134198
NSW,2072,5883,588267826,170657097,11035552,373043854,2834984,4839445,6073635,10487498,27389145,4639,300520,589565,7688206,3880985,70782996,79400308,50297505,1450051
NSW,2073,11185,1297917655,390630202,24878684,851042870,5972296,11969105,13842986,29747996,49674128,9646,635024,1367260,16822365,5284935,62919641,211673990,96153760,3404569
NSW,2074,15069,1724238980,520720707,32851359,1094074638,11458848,14476265,17279969,46589358,58134124,12967,859842,1407200,21019167,7764594,85349132,332711475,103341460,5862953
NSW,2075,13782,1389609229,396829975,26366404,960698512,6292172,13412174,14116041,23122680,49290973,11834,734262,1043016,20014802,8443574,63956936,242081836,103510028,2411341
NSW,2076,15765,1648586664,476735791,31355675,1104041990,8019182,15068785,16279185,31750127,64370739,13270,930493,1658833,23146906,9349322,71970573,272421392,118419324,3798837
NSW,2077,26770,1866190892,414655288,33931210,1619849249,5964253,16563346,10735494,8615459,100931462,17893,1575265,2987014,37046757,4216792,38506913,286155857,111997449,-3050925
NSW,2079,5003,367600187,83361041,6922234,318311908,1834741,4364881,2538086,1902173,20108331,3756,305788,443042,7307135,986696,4021161,42141460,19929771,801711
NSW,2080,1125,79959939,18114808,1484687,65721701,374111,912832,847948,586320,4135699,855,58705,81840,1423007,225921,1410003,10348631,5401221,101235
NSW,2081,3459,265356635,62157702,5016976,224859113,1214182,3510062,2188301,2202360,12748885,2713,210720,213611,4983212,592456,6325400,23266234,13776930,438852
NSW,2082,3402,257184343,60141657,4864313,211445918,1734627,2869261,2071450,1629739,11024003,2690,246090,218176,4823002,605663,5916886,27365584,11657162,678390
NSW,2083,1051,73696583,16579495,1370947,57490405,1031809,923000,820494,625711,3421476,693,70638,52619,1325450,234933,1976953,16113972,4858212,905100
NSW,2084,2417,294197357,91798904,5661600,147607872,1111583,2424349,3059447,9608939,6863654,2008,243423,136592,3464310,3385022,55347676,33597253,15252001,3920259
NSW,2085,7235,626477907,163224993,11820050,476732646,3891559,6071075,5770944,7217093,23949135,5976,423559,482690,10790739,7264735,32294840,73478377,35060593,4612643
NSW,2086,8865,794170479,207421334,15027298,617052733,3395178,7755833,6166989,6543832,30636118,6994,706519,594852,14375204,1672306,38034489,80499799,46060991,5933510
NSW,2087,7935,748866695,204055753,14120671,552204628,4192751,7866496,7260850,9959224,26488598,6464,558139,610024,11980216,3153482,31768201,88051942,52346211,8595709
NSW,2088,19706,3711105023,1309640363,71554671,1842869661,17021588,17986628,34706785,109128267,74386601,16405,1591850,1780265,29205501,39452036,487204913,458946212,165823671,26653876
NSW,2089,8382,992187516,293568523,18652313,695920927,5041334,6537303,8609852,22905188,44188945,6260,920923,1361135,15585056,6686189,45903280,198965480,48957202,4925062
NSW,2090,9290,1225783191,381793623,23372703,789014158,7116669,8390000,10972967,21425280,39393341,7353,874108,1341760,15952966,11009764,86544682,140565605,64088355,8545438
NSW,2092,4501,642841802,208207337,12358709,408714095,2292468,4591205,6813189,9799482,15255091,3846,282842,416428,7542391,1634530,38025043,121857454,39088042,6589839
NSW,2093,15216,1836890111,553959828,35253905,1240890239,6184503,14273844,19269495,27845232,52033616,12026,1330547,1313024,24748233,5961206,90106323,203101847,90256418,15375106
NSW,2094,4211,514332500,154369728,9777399,345550076,1806207,4050926,5753906,9718095,16826282,3362,431377,571960,7632751,1588677,27991404,46073588,25686465,5616758
NSW,2095,11856,1635144528,517045005,30363225,1027971643,5466072,9252372,14804548,29719318,45113048,8700,1692571,1541568,21734798,23486807,140229319,135728957,84955071,15884561
NSW,2096,10230,1263049660,383425597,24053076,862043020,3118397,9062230,11348866,19041950,40571171,7685,1281364,930974,19412056,3638730,105072148,527394759,59459068,10622756
NSW,2097,10455,978907234,264247895,18506624,687081272,2769173,9092009,9904710,16954269,34995117,8087,959242,706258,16999077,6196372,44129935,124985642,64032782,11921757
NSW,2099,27713,2213621914,538677931,40421430,1729194382,7279488,17645102,16290626,19955517,87498677,17451,2617087,2437930,44001853,4235962,64579997,288492735,120710755,17153464
NSW,2100,14299,1233834613,314519713,23153399,955823430,4869072,10976767,9871316,10741723,49733821,10353,1235369,1063778,23048064,2296163,34363764,156614107,77027512,14581789
NSW,2101,12583,1029339414,255784439,19173230,737273435,5209351,9264242,9659585,17087280,39774315,9209,1118971,946665,19927362,2955670,39218881,196818721,67665267,15087496
NSW,2102,5063,455924130,120201278,8655588,332236586,1583506,3679798,3441022,7889795,15053125,3834,501374,313833,8689497,1310034,35437914,42657209,24425135,2796036
NSW,2103,7321,623801549,160702173,11699090,418549437,3694388,6614740,7745942,11109108,21594016,5633,542609,446802,10494431,1618171,27633114,84743863,44217788,10237748
NSW,2104,2331,286157907,91007815,5438439,120648807,823259,1987033,2881095,10403762,6562201,1963,150372,82865,2823109,2509928,70324076,54108723,15322463,3926215
NSW,2105,1352,154985150,47405705,2940200,80108694,838313,1366223,2960649,4882147,4250857,1081,122115,110650,1823899,663611,10581484,22053953,8021292,2614261
NSW,2106,6701,666736699,187859726,12711071,397541937,2227727,6605193,7640949,18601254,24214024,5222,606465,567071,10700432,3697094,66691813,99471677,42623359,9441494
NSW,2107,10160,1116440341,336231563,21236527,583517797,4730104,9395181,13710379,32811538,31515858,7965,715277,543336,13938402,4913622,89073573,162149316,62519040,16400342
NSW,2108,1285,213552041,77297417,4253527,63911158,277952,1237784,2205168,14792014,2885222,1049,84790,33721,1390032,4506237,29535527,30550863,11729036,2802276
NSW,2110,6010,1086932037,378643833,21229989,485159148,3271745,6272149,10020315,48235893,23677123,5151,310959,385347,8951169,20613095,136302607,174144040,74184832,12272924
NSW,2111,9860,1026626581,287194885,19618706,715973217,3407625,8582455,9225324,14038417,44214325,7560,785222,1035770,17355560,3441868,45721696,163848771,67743562,8123497
NSW,2112,23799,1816954438,435315019,33362050,1460845387,6261394,14967041,13537664,17407011,111314910,15888,1737057,3032121,38889972,5346691,57553931,517463269,158019689,327210
NSW,2113,17451,1371058318,336589802,24425785,1119624145,4701156,10376689,7697340,21133990,77842682,11569,1184614,2676117,27914880,4225288,41919881,348879409,91109966,-3519733
NSW,2114,16340,1141201698,255095163,20617899,967426412,4617345,11066516,7651245,7413638,79347653,10461,928987,2091093,23707744,3679136,29744671,114995865,94591376,616963
NSW,2115,7180,478470672,102900378,8373049,404636981,859980,4196423,2460172,2719614,34758683,4348,577988,752485,11762490,874625,9432874,63278583,36433974,-1923060
NSW,2116,4146,258485188,52790139,4683488,226076030,661688,2238638,1524779,746911,19029133,2466,343079,345377,6549999,594707,5021085,25303458,16605267,-415525
NSW,2117,12789,847888905,187619568,15310106,657480307,2413810,8093344,5344757,11698691,62169580,8358,773959,1014661,18214220,2043826,22092015,108106189,75386964,266378
NSW,2118,16660,1044834196,224981097,18797151,849358181,4126830,11600899,6752381,9304019,78917424,11353,830476,1959935,22027904,2585197,24503642,219848214,121859700,-2125122
NSW,2119,7868,768466355,214139523,14592297,526199723,4393510,10014210,9226495,18863802,33273319,6675,425556,845157,11380633,3428837,36477698,100631930,70884498,3066300
NSW,2120,13334,1053704083,256054676,19739248,872924162,6658747,13440997,9097728,8976602,58856500,10587,776262,1449893,19690227,4061934,23957501,169272894,70462893,1721436
NSW,2121,22223,1626527220,387494084,29186878,1303103414,8255000,17778102,13326652,19385401,104065677,15684,1223140,3270024,31498405,6180706,60045099,276711970,164668126,-2226456
NSW,2122,20238,1674570809,459609265,30595569,1020941330,7003027,15013377,9952094,10390377,94170093,13282,1040345,2407997,25552077,3781567,114797024,220424121,146794366,128116
NSW,2124,344,17239884,3548458,292254,11515245,566936,49387,123633,196097,307215,172,24311,2152,273220,20521,529878,2644995,2775411,165588
NSW,2125,11068,1006704882,272089075,19124815,734431083,3625772,12049315,10822330,16741480,52481756,9209,730299,1085549,16926546,3986586,33282023,127114544,90570585,310486
NSW,2126,12048,951851736,234712915,17834255,793280073,4102422,12001063,7988243,7405978,54706395,9837,787920,1292633,18487340,2721021,30102915,124828161,92877207,-3565921
NSW,2127,15146,1059876021,236154548,19022452,927602501,1321022,6772859,3911607,3313787,76774506,9065,1308813,2831150,28024137,2203750,35608208,221183747,74048600,-10012301
NSW,2128,1341,76182811,14332450,1331615,65236019,92723,397780,289804,186822,7401718,619,101150,92598,1905774,194397,740586,13052908,4258585,176607
NSW,2130,5006,446966471,112712886,8490209,361615559,2354053,3721475,3401464,3479615,38803980,3335,368506,762206,8108090,1191487,9738869,176999012,24468820,1719958
NSW,2131,15019,993052620,217153485,17201224,812134228,3363264,7995412,6602422,12028398,86938489,7655,1079676,2054319,19728353,2712878,19492618,106904004,66994569,4728546
NSW,2132,6449,484185364,114614883,8979157,383890276,2235321,5560458,3594471,3520303,34924971,4342,374223,666171,9159839,1437357,11360270,67855531,48472680,3013086
NSW,2133,6298,432492547,94224395,7971572,353354607,1512761,3975198,2940906,2279746,34816896,4097,514301,545309,9834195,1222449,12399814,71253378,39575412,3765555
NSW,2134,11559,633314797,130283956,9798757,501846966,2116531,4552858,4277147,5222571,48535461,5126,1101730,1718826,13780898,1325841,16889587,103360093,81442359,1846684
NSW,2135,18821,1455831403,371373370,24212651,952386758,3527232,11382546,12790865,29743523,84974400,9679,1810097,2386602,24852970,4475467,81577510,632772065,172879117,12941897
NSW,2136,4741,321194060,70806032,5865733,258604494,899345,2760768,2075887,2434774,26843966,2959,327168,549722,7163186,994510,7677952,200376793,31781032,1919932
NSW,2137,17352,1525771648,396780844,28405993,1114938043,5581945,14910969,13405802,21250258,72420780,12660,1519433,1620712,29943211,3942074,74087406,234528868,150211547,11101592
NSW,2138,12947,923527352,213449240,16257019,785720520,2647465,6817004,5274923,5000819,54842937,8154,1206018,2538046,21735520,1807023,23103600,212906732,84144025,-3573658
NSW,2140,13672,825582856,169029974,12689746,711284150,711446,4023684,2293872,12291476,56839847,5497,1584348,1720661,20186806,1411956,9382491,87170849,38922254,-1399072
NSW,2141,19854,1050832028,196635556,16966520,869445154,2972697,7056051,3909706,5290262,100880778,8018,1735920,2015077,24860370,2058476,18452938,232931543,87461053,1496955
NSW,2142,15834,796237138,138187407,11835370,680811665,979983,3077135,1407227,1681816,58675415,4416,1653598,1712488,22036219,1881326,9112680,179276439,36082282,-421431
